UrbanPopulation,Surface_Area_of_Built_District,Road_Surface_Area_Per_Capita_m2,Parkland_per_capita,Rate_of_non_hazardous_treatment_of_domestic_waste(%),Population_urbanization,GDP,First_sector_of_GDP,Industrial_wastewater_discharge_(tonnes),Industrial_fume_emissions_(tonnes),Comprehensive_industrial_solid_waste_utilisation_rate(%),Citycode,Area_of_administrative_districts,Greening_coverage_in_builtup_areas,Year,CO2,ISA,NPP,NTL,PD,pm2.5,Science_expend,SO2_REMOVE,Sewage,PUI,LUI,EUI,EAL
64.33,153.14,36.02,23.64,100.0,0.5214,27050000,17.98,5604,3593,69.65,441200,14899,41.99,2022,19427383.2788893,434.17,1060.09487010446,11.9334899329,218.550844336893,21.8715679042,75161.0,-11423.0,97.81,0.5214,0.029140881938385127,0.8202,11.9334899329
140.27,313.61,19.52,16.95,99.94,0.7291,54010000,5.14,6102,3991,69.02,441300,11319,42.43,2022,25892261.7435022,653.26,1040.80998753635,23.2526334117,337.102302861131,17.6938090617,272887.0,158671.0,85.39,0.7291,0.057713578938068735,0.9486,23.2526334117
45.11,66.94,20.75,19.24,100.0,0.5268,13180000,19.57,3690,9976,98.37,441400,15865,42.02,2022,18662198.032327,345.56,1143.6834822539,10.2121460554,221.377078296907,18.775314818,18305.0,286724.0,98.78,0.5268,0.021781279546170818,0.8043,10.2121460554
29.23,40.44,21.43,15.6,100.0,0.5786,13220000,14.18,636,494,97.69,441500,4817,44.52,2022,24186726.5574155,253.65,1021.09260634706,22.9032076533,501.392380332139,16.6877318594,37261.0,129144.0,96.31,0.5786,0.05265725555324891,0.8582,22.9032076533
26.92,43.98,23.05,15.45,100.0,0.5025,12950000,12.55,564,1250,77.57,441600,15655,42.68,2022,15263354.9736772,228.13,1153.53738391003,8.71145487088,156.00867472296,18.6564826203,18633.0,161769.0,92.23,0.5025,0.014572341105078249,0.8745,8.71145487088
24.29,34.2,21.58,14.63,100.0,0.5526,15350000,16.38,625,6035,96.38,441700,7815,44.18,2022,21914336.9030464,250.95,944.819193033608,14.1442903146,257.475065616798,19.0265231533,13110.0,7503.0,95.93,0.5526,0.03211132437619962,0.8362,14.1442903146
54.52,87.35,25.54,14.87,100.0,0.563,20320000,16.27,4559,14126,87.18,441800,19042,43.14,2022,35066280.4870292,446.84,955.266884841884,10.2397267472,161.113791402975,21.7226188579,25343.0,-16536.0,96.2,0.563,0.023466022476630606,0.8373,10.2397267472
1082.44,1194.31,11.27,19.56,100.0,0.9225,112000000,0.33,23675,4725,80.16,441900,2450,48.81,2022,40005783.1117395,1237.07,559.390866783013,59.5418520016,2810.96539456662,20.1823058897,328977.0,144510.0,97.97,0.9225,0.5049265306122449,0.9967,59.5418520016
50.24,82.82,19.24,15.05,95.85,0.8702,36310000,2.46,6744,1123,81.61,442000,1744,55.67,2022,21641085.4749214,664.28,458.034536298783,53.0918086861,1505.60437556974,19.465348943,287915.0,-41398.0,88.91,0.8702,0.38089449541284404,0.9754,53.0918086861
79.88,117.5,15.45,14.17,100.0,0.6481,13130000,9.51,1131,478,96.54,445100,3113,42.47,2022,14024819.8677694,301.43,1110.87599099099,24.3541346449,712.240750126711,18.5944944492,11657.0,298854.0,98.0,0.6481,0.09682942499196916,0.9049,24.3541346449
86.62,158.09,37.12,15.11,100.0,0.5193,22610000,9.89,153,439,41.96,445200,5258,44.21,2022,15579796.7822329,548.65,1034.192895157,26.4720180893,930.559025702331,18.8527205859,19803.0,-15244.0,94.22,0.5193,0.10434575884366679,0.9011,26.4720180893
33.99,35.82,16.37,17.98,100.0,0.4504,11620000,18.83,1802,8236,90.98,445300,7783,40.85,2022,49531689.8150022,234.39,1001.36352728274,11.6278055662,254.563014115974,20.9632537344,6354.0,305547.0,94.62,0.4504,0.03011563664396762,0.8117,11.6278055662
265.8,442.52,20.66,4.65,100.0,0.7036,52180000,11.53,4688,6904,94.07,450100,22100,43.03,2022,58998315.1395327,711.74,872.667939537475,12.7696591063,250.845286921788,24.4702244116,185515.0,67117.0,92.55,0.7036,0.03220542986425339,0.8847,12.7696591063
136.59,261.52,24.75,13.39,100.0,0.7058,31090000,9.17,3633,11990,78.88,450200,18603,44.01,2022,31336138.4605301,419.9,822.318651346524,7.52519879648,166.079323905949,24.6792655832,40867.0,510098.0,92.39,0.7058,0.022571628232005588,0.9083,7.52519879648
98.76,128.81,20.61,14.1,100.0,0.541,24360000,25.46,1158,2685,91.47,450300,27661,44.2,2022,12220801.4644283,457.74,799.214501024134,5.14244900911,140.862350335081,23.9314116442,55422.0,192528.0,99.0,0.541,0.016548208669245508,0.7454000000000001,5.14244900911
49.6,74.91,27.13,15.03,100.0,0.5558,14200000,14.14,2460,2822,78.93,450400,12565,43.04,2022,7671342.29745321,171.45,1121.67967259166,7.33729083665,190.434268925424,23.6127163617,44227.0,2117.0,81.98,0.5558,0.013645045762037405,0.8586,7.33729083665
40.78,85.98,25.53,12.72,100.0,0.5937,16740000,14.31,1721,4490,95.7,450500,3399,42.09,2022,21075175.3202185,172.38,707.621738714615,17.9973725696,374.312441314554,23.0447934762,29732.0,32877.0,99.8,0.5937,0.050714916151809356,0.8569,17.9973725696
18.61,51.6,37.82,28.93,100.0,0.6298,9680000,12.93,843,6464,98.13,450600,5985,46.48,2022,27712926.5204956,124.83,1114.87054675524,9.44835341365,117.441857388543,21.3638478905,22365.0,355545.0,83.51,0.6298,0.020857142857142855,0.8707,9.44835341365
34.16,90.53,37.49,12.68,100.0,0.4369,19170000,17.65,2034,2976,97.25,450700,10682,41.02,2022,21947092.4717476,186.72,877.131001060993,9.16735253772,240.401188707281,23.7615388534,36998.0,-249858.99999997,99.51,0.4369,0.01747987268301816,0.8235,9.16735253772
38.02,86.09,40.11,15.01,100.0,0.509,15720000,17.68,2911,2511,96.98,450800,10607,42.23,2022,83819579.2800973,319.31,888.495913601868,10.8588135433,323.593457943925,25.4665101909,37516.0,146208.0,79.66,0.509,0.030103705100405394,0.8232,10.8588135433
62.7,78.1,17.76,15.19,100.0,0.511,21670000,19.87,3048,4978,64.94,450900,12823,43.09,2022,5093922.68667185,324.18,942.396487171841,11.0306432749,357.370123867628,23.5005952481,46993.0,5408.0,94.39,0.511,0.025281135459720813,0.8013,11.0306432749
32.68,71.46,28.7,12.9,100.0,0.4542,17290000,17.9,2405,2122,10.85,451000,36197,39.96,2022,28460097.7189287,209.14,1043.68422762331,4.11039946995,79.3949087291288,22.2192608822,49082.0,334552.0,98.7,0.4542,0.005777826891731359,0.821,4.11039946995
23.69,57.88,33.62,22.19,100.0,0.5,9720000,18.21,1093,1777,77.91,451100,11753,43.44,2022,20012982.9179756,180.3,989.342239933971,6.12858480129,138.271340647578,23.7780063684,31232.0,1468.0,98.26,0.5,0.01534076406023994,0.8179,6.12858480129
33.89,49.48,21.72,11.63,100.0,0.4662,11360000,22.9,7938,9210,57.31,451200,33480,40.62,2022,5658191.10083237,192.39,959.403436577646,3.71917132522,82.9829115393545,22.5855647758,48461.0,2093682.0,96.5,0.4662,0.005746415770609319,0.771,3.71917132522
32.25,54.45,26.02,12.17,100.0,0.4922,9010000,21.81,4897,3607,75.63,451300,13387,41.07,2022,17746053.9676134,234.79,868.529713793256,7.53807068669,130.224790776614,25.1361047019,18279.0,737461.0,96.13,0.4922,0.017538656905953538,0.7819,7.53807068669
17.65,41.05,27.47,21.35,100.0,0.455,10810000,19.2,2204,4330,63.56,451400,17331,40.69,2022,9953775.38863744,148.62,1002.20182583293,6.84738631779,96.630859910445,22.8909399643,20627.0,-7792.0,77.76,0.455,0.008575385148000693,0.808,6.84738631779
53.13,59.1,22.39,16.19,100.0,0.7179,8470000,13.02,277,1112,100.0,460200,2232,42.3,2022,1801035.98736196,62.12,1011.61866471735,21.8690909091,288.378320479863,13.2178306015,180290.0,0.0,100.0,0.7179,0.02783154121863799,0.8698,21.8690909091
1289.27,1640.8,16.64,17.63,100.0,0.7096,291290000,6.91,23019,44751,76.55,500000,82370,44.47,2022,169049683.186963,2094.29,661.462520061421,8.4734050301,274.456030399625,27.5505302198,988878.0,3148872.0,98.26,0.7096,0.025425397596212214,0.9309000000000001,8.4734050301
842.61,1063.68,16.12,11.36,100.0,0.7989,208180000,2.83,8473,4778,92.03,510100,14334,44.01,2022,39931297.7899446,1892.6,652.840032553944,23.7297787703,822.396108909362,32.9965045083,1518537.0,135214.0,95.82,0.7989,0.1320357192688712,0.9717,23.7297787703
114.44,132.0,18.79,15.0,100.0,0.5667,16380000,15.46,1082,721,94.54,510300,4382,44.4,2022,3374677.39140845,134.32,609.536901526237,12.3153916628,485.676978294309,36.5995333673,29962.0,45456.0,95.8,0.5667,0.030652670013692377,0.8453999999999999,12.3153916628
48.91,83.85,19.82,14.88,100.0,0.7023,12210000,9.19,4910,32501,20.12,510400,7399,42.94,2022,22942844.3623726,37.37,849.054759601233,5.55283783784,133.100392886683,19.7679830744,5878.0,65835.0,64.42,0.7023,0.005050682524665495,0.9081,5.55283783784
81.71,174.13,16.4,15.96,100.0,0.399,26020000,10.65,4186,4588,95.53,510500,12234,43.16,2022,14625426.470144,225.47,642.506623493523,8.02311147407,275.297670405522,31.9675786829,29381.0,-3404.0,94.53,0.399,0.018429785842733366,0.8935,8.02311147407
54.84,96.03,29.56,15.5,100.0,0.5761,28170000,10.52,3581,5708,78.77,510600,5911,45.97,2022,6771850.3494776,390.78,611.112706981571,15.2002369668,477.841935483871,31.7578972731,37975.0,51394.0,97.46,0.5761,0.06611064117746573,0.8948,15.2002369668
109.03,189.21,20.55,14.26,100.0,0.5429,36270000,10.52,1764,3799,94.98,510700,20258,41.62,2022,35175805.0874618,467.74,728.289882293277,6.86804835924,175.75305975522,26.0340146324,120632.0,219277.0,96.72,0.5429,0.02308914996544575,0.8948,6.86804835924
39.84,70.67,21.01,18.13,100.0,0.4855,11400000,18.78,601,2512,94.23,510800,16318,41.72,2022,4898093.51644706,223.71,726.554325640405,4.72492187021,117.893940070558,25.7574976431,4707.0,1423.0,97.69,0.4855,0.013709400661845814,0.8122,4.72492187021
51.79,90.62,31.11,15.72,100.0,0.5869,16140000,13.69,1262,800,82.17,510900,5323,42.62,2022,3218163.84394036,194.53,578.554706049416,13.5620300752,477.255130338325,31.090006348,27999.0,28842.0,100.0,0.5869,0.036545181288746946,0.8631,13.5620300752
60.9,103.5,18.33,17.61,100.0,0.5108,16570000,17.69,968,16980,96.95,511000,5383,39.13,2022,16028209.8141637,143.2,601.719188150158,12.4625673416,537.524290657439,33.0335332498,8000.0,416916.0,94.92,0.5108,0.026602266394203974,0.8230999999999999,12.4625673416
52.98,78.15,17.86,18.51,100.0,0.5458,23090000,13.04,4356,22504,73.46,511100,12722,42.9,2022,8672020.00697596,283.51,737.437019969277,6.53523226616,201.682556497175,29.1921446125,12213.0,132257.0,100.0,0.5458,0.022285018078918407,0.8696,6.53523226616
118.0,172.02,16.76,15.37,100.0,0.5175,26850000,18.7,1868,1217,38.91,511300,12482,47.67,2022,4390552.68956198,330.06,578.506588149584,10.0908726982,389.402116402116,30.7373638387,10130.0,5560.0,98.09,0.5175,0.02644287774395129,0.813,10.0908726982
54.08,87.08,20.19,15.83,100.0,0.5161,16360000,14.82,1837,4239,93.34,511400,7138,44.79,2022,6728786.68924511,260.27,683.575159642406,12.2327166504,325.193064667291,32.6653471857,15566.0,7130.0,97.94,0.5161,0.03646259456430372,0.8518,12.2327166504
124.0,189.4,14.87,15.66,100.0,0.5355,34280000,11.55,8981,7747,86.63,511500,13259,41.43,2022,30769155.392487,275.95,619.335884373342,9.20320855615,269.865398807834,34.5784827931,90832.0,-108800.0,95.37,0.5355,0.020812278452371973,0.8845,9.20320855615
43.53,66.53,28.04,17.46,99.89,0.4534,14250000,17.35,969,6517,71.91,511600,6341,44.47,2022,15053190.5523346,168.55,560.744001143998,10.8547318612,425.323375566663,31.0209625035,7383.0,1517897.0,95.74,0.4534,0.026580980917836304,0.8265,10.8547318612
81.19,150.03,16.81,14.85,100.0,0.5083,25030000,17.3,1188,10755,88.26,511700,16587,42.0,2022,18580611.6365682,233.07,564.780198290973,6.49315729186,256.146969228732,27.6120859309,18422.0,357779.0,97.0,0.5083,0.014051365527220111,0.827,6.49315729186
23.6,45.99,45.71,17.35,98.41,0.5401,9030000,18.78,714,1878,56.03,511800,15049,40.15,2022,2607173.78977053,114.46,797.613511885643,3.41965179107,78.8723435801127,21.0954287362,24888.0,106459.0,96.0,0.5401,0.007605820984783042,0.8122,3.41965179107
50.89,64.56,20.66,18.54,100.0,0.4734,7650000,25.11,152,490,83.85,511900,12295,43.85,2022,1991261.18832005,120.48,567.401632734333,4.97720797721,204.877031676355,25.8965565243,9986.0,-6.0,99.9,0.4734,0.00979910532736885,0.7489,4.97720797721
35.81,54.0,26.75,15.55,100.0,0.5453,9480000,20.48,362,272,97.63,512000,5745,41.37,2022,1908775.5531802,120.2,606.807206260835,10.4399721206,358.436481241915,31.4527606107,25881.0,-5289.0,98.77,0.5453,0.02092254134029591,0.7952,10.4399721206
219.5,369.0,26.69,17.95,100.0,0.692134831460674,49210000,4.14,6740,5207,46.81,520100,8043,43.29,2022,17944953.0630163,335.64,835.705275344422,14.4372746488,434.78355513308,22.1549257118,214734.0,1357571.0,99.1,0.692134831460674,0.04173069750093249,0.9586,14.4372746488
47.9,83.45,30.1,12.14,99.94,0.3983,15040000,12.52,6017,12802,57.91,520200,9915,40.86,2022,42737079.3473747,74.26,919.653852792508,8.01330645161,233.00488372093,22.7901300543,53109.0,1294600.0,98.07,0.3983,0.007489662128088755,0.8748,8.01330645161
101.96,158.7,25.74,13.36,100.0,0.451145958986731,44010000,12.38,1354,21343,73.06,520300,30767,41.45,2022,38085250.4673051,385.63,752.087419175692,6.14292679756,159.619347227684,24.684053222,57971.0,304286.0,97.95,0.451145958986731,0.012533883706568726,0.8762,6.14292679756
42.65,76.0,37.93,27.7,100.0,0.410423452768729,10810000,18.47,434,4450,70.25,520400,9235,43.3,2022,14245140.6775306,144.92,869.001990000655,8.16299416721,202.173629679144,22.7612778813,59366.0,1010518.0,98.2,0.410423452768729,0.015692474282620463,0.8153,8.16299416721
466.45,483.27,11.81,12.45,100.0,0.617,75410000,4.34,3513,22122,24.59,530100,21011,43.4,2022,34424732.1056025,397.14,974.770679668941,10.8869647954,250.956789213881,18.358696613,148816.0,1194355.0,96.79,0.617,0.018901527771167482,0.9566,10.8869647954
71.28,104.05,23.41,13.81,100.0,0.5056,38020000,14.6,1589,28311,71.28,530300,28922,44.0,2022,52198015.2470919,290.07,947.177949420173,6.74603284356,165.391335682255,20.0527885138,13971.0,632633.0,98.57,0.5056,0.010029389392158219,0.854,6.74603284356
31.22,39.92,19.81,14.69,100.0,0.5382,25210000,9.81,2292,8665,88.49,530400,14942,39.45,2022,20026053.643317,170.27,1073.69441356369,6.27324998329,129.158555729984,17.8749927547,37353.0,28953.0,96.25,0.5382,0.011395395529380271,0.9019,6.27324998329
33.73,38.45,26.42,12.52,100.0,0.4568,12620000,23.26,839,5101,76.55,530500,19060,42.0,2022,2863677.62477667,54.14,1180.92753238446,4.68270440252,108.049533205593,16.9981744703,3697.0,8359.0,99.14,0.4568,0.0028405036726128017,0.7674,4.68270440252
28.36,47.08,20.51,12.8,100.0,0.4093,15410000,16.61,2437,8551,55.81,530600,22443,41.76,2022,17032764.718156,108.69,801.013659860258,5.2740318196,187.423152144591,23.1280854761,8110.0,287117.0,98.53,0.4093,0.004842935436438978,0.8339,5.2740318196
14.7,24.86,23.18,18.48,100.0,0.4926,6200000,13.94,371,1434,82.07,530700,20558,41.83,2022,3471893.67260649,14.08,912.189552825252,2.99178015564,48.9270094672359,14.553973845,5867.0,4581.0,98.15,0.4926,0.0006848915264130752,0.8606,2.99178015564
19.55,26.5,21.07,17.28,100.0,0.4199,10730000,24.5,2650,6189,84.38,530800,44266,43.17,2022,8214046.42654312,55.29,1367.77365499486,2.1491464104,47.7976376832219,16.8151822607,10091.0,0.0,100.0,0.4199,0.0012490398951791443,0.755,2.1491464104
18.86,23.24,15.11,9.08,100.0,0.3646,10000000,30.73,1190,1830,79.17,530900,23624,38.24,2022,3742317.45259253,32.58,1258.36601555991,3.80294192239,85.1757275132275,17.7594008773,12821.0,4656.0,99.9,0.3646,0.0013791059939045039,0.6927,3.80294192239
31.55,91.57,23.24,14.78,99.87,0.698,7480000,3.58,327,445,2.52,540100,29654,45.99,2022,2043395.81067015,0.04,188.37180844334,1.98925491781,14.8269331930563,11.6597247196,13609.0,0.0,100.0,0.698,1.3488905375328792e-06,0.9642,1.98925491781
699.75,807.57,19.85,12.02,100.0,0.7959,114870000,2.82,3588,746,71.49,610100,10104,43.94,2022,37629636.9458382,1603.76,541.376496018913,17.5915841584,635.457060599677,42.5694783474,527859.0,239759.0,96.96,0.7959,0.15872525732383214,0.9718,17.5915841584
38.9,48.85,13.27,12.01,100.0,0.6441,5060000,7.1,412,4182,81.48,610200,3886,40.24,2022,18956253.8240205,101.71,574.605845625536,8.75768442623,159.951325040562,32.9718553491,3809.0,59451.0,98.71,0.6441,0.026173443129181677,0.929,8.75768442623
97.94,117.59,16.02,15.01,100.0,0.5942,27430000,8.54,2324,4690,49.27,610300,18127,43.6,2022,29269709.3068837,688.62,681.451827087028,5.37421922503,153.689625450556,32.9212385416,31439.0,122059.0,97.35,0.5942,0.03798863573674629,0.9146,5.37421922503
90.0,78.15,5.36,17.48,100.0,0.5761,28180000,14.48,5653,4987,47.01,610400,10318,39.64,2022,46267663.6769428,916.38,537.035134491786,13.9529844249,360.52168289196,39.9450849525,29119.0,1844284.0,97.63,0.5761,0.08881372358984299,0.8552,13.9529844249
45.79,68.36,12.4,15.34,100.0,0.5134,22010000,19.57,4236,108177,100.0,610500,12982,43.11,2022,66067825.8975001,1357.38,471.329705016899,10.8406377571,302.10318574514,41.0861427517,22946.0,2765022.0,100.0,0.5134,0.1045586196271761,0.8043,10.8406377571
36.5,70.97,19.59,12.67,100.0,0.6197,22320000,10.15,1688,6140,55.07,610600,37040,41.29,2022,12471755.2214483,205.57,510.908642515957,6.8206291346,43.1331492846351,29.0770009701,17727.0,184958.0,96.07,0.6197,0.005549946004319654,0.8985,6.8206291346
53.07,66.88,16.95,15.54,100.0,0.5278,19050000,15.34,236,3004,48.99,610700,27092,41.42,2022,24939639.061009,451.41,619.081254035749,3.28035311934,95.8784084880637,26.0471137853,46692.0,124074.0,97.24,0.5278,0.016662114277277425,0.8466,3.28035311934
36.51,78.38,25.65,16.3,100.0,0.623,68440000,4.56,5518,11460,25.8,610800,42887,39.18,2022,137658693.922267,693.66,258.47086652862,10.0430823688,56.3069651115236,28.5760601911,186216.0,344253.0,95.39,0.623,0.016174132021358454,0.9544,10.0430823688
33.21,45.0,23.58,12.1,99.96,0.5227,12690000,13.76,122,1941,62.23,610900,23532,42.05,2022,3095962.6406616,183.7,578.303379276839,3.08220111589,85.597960692502,26.6352045364,11780.0,438620.0,97.96,0.5227,0.007806391296957334,0.8624,3.08220111589
24.7,26.0,12.81,14.99,100.0,0.4998,9030000,13.93,495,2293,4.91,611000,19584,44.86,2022,9441861.5328462,195.05,570.778111647357,3.1310094927,90.5532117135232,29.4501793091,6358.0,80565.0,96.33,0.4998,0.00995966094771242,0.8607,3.1310094927
199.92,383.88,17.81,14.19,100.0,0.8407,33440000,1.94,3266,5699,96.62,620100,12961,37.35,2022,39880234.5202553,200.54,231.655870668199,9.60489245683,200.152891913112,30.3457505374,72630.0,-1357629.0,96.84,0.8407,0.015472571560836354,0.9806,9.60489245683
15.63,47.65,57.4,34.55,100.0,0.7891,5230000,6.11,1678,7383,16.54,620300,7566,44.64,2022,12794098.1770128,17.7,206.464410529899,4.51364471267,43.7296599608332,26.8273418414,10560.0,102354.0,98.0,0.7891,0.002339413164155432,0.9389,4.51364471267
32.48,67.17,29.46,12.79,100.0,0.5832,6360000,18.32,753,4817,76.52,620400,20095,40.7,2022,44311199.5197662,64.23,184.989576872294,4.36894459365,62.2114955165424,29.812716695,13490.0,-51283.0,95.7,0.5832,0.0031963174919134116,0.8168,4.36894459365
54.5,60.0,17.23,13.66,100.0,0.4766,8140000,19.12,329,2102,58.63,620500,14277,40.57,2022,7906524.73870767,208.61,591.558806392364,6.07628721541,170.300311280202,28.3063792755,14988.0,22067.0,99.67,0.4766,0.014611613083981229,0.8088,6.07628721541
32.76,34.04,19.99,12.92,100.0,0.4935,6630000,32.43,246,2834,69.35,620600,32584,39.66,2022,6746014.67595682,23.17,288.57865989384,2.15673023514,39.8600826480778,28.7036391669,18075.0,1080.0,98.63,0.4935,0.0007110851951878223,0.6757,2.15673023514
27.61,45.1,23.01,23.37,100.0,0.5349,5820000,29.29,416,1399,80.04,620700,38582,40.27,2022,8798287.66480675,31.12,217.140283144463,2.01089217012,22.6577092993538,24.0357218112,21692.0,138766.0,98.5,0.5349,0.0008065937483800736,0.7071000000000001,2.01089217012
27.34,42.0,24.83,16.17,100.0,0.4731,6420000,23.65,731,4109,49.33,620800,11120,42.73,2022,26078758.5825835,135.05,559.366441283067,6.88046018335,139.488596879146,30.6103233964,22374.0,707593.0,99.15,0.4731,0.012144784172661871,0.7635000000000001,6.88046018335
26.28,61.87,23.57,17.55,100.0,0.659,8410000,17.04,366,2922,24.21,620900,167655,41.67,2022,27112349.1658661,28.33,138.460056130385,0.863278035516,4.53941241381469,27.7812588844,20083.0,21784.0,98.76,0.659,0.00016897796069308997,0.8296,0.863278035516
16.75,30.14,33.1,13.7,100.0,0.4398,10220000,12.21,174,434,91.04,621000,27124,35.33,2022,3125731.96756699,113.63,448.457831205328,7.1188553306,59.5286959633919,30.4640732685,24387.0,257.0,98.36,0.4398,0.0041892788674236835,0.8779,7.1188553306
19.12,26.2,15.57,20.73,100.0,0.403,5580000,20.16,158,21,87.44,621100,19612,34.75,2022,3824955.90934278,50.61,417.384472916985,4.63934175667,102.072042394729,26.2974025844,34267.0,1892.0,97.84,0.403,0.00258056292066082,0.7984,4.63934175667
16.15,15.7,12.21,10.98,100.0,0.3849,5620000,18.53,242,4441,9.07,621200,27845,37.2,2022,2451220.92340948,182.02,694.360932050578,2.85783962129,69.4757507545915,23.3319242131,23407.0,-59905.0,93.65,0.3849,0.006536900700305262,0.8147,2.85783962129
135.16,108.38,13.13,13.08,99.81,0.647887323943662,16440000,3.83,1370,7836,90.41,630100,7564,40.39,2022,23116041.0161255,15.85,374.559289028836,8.4297564187,211.015708224248,21.7036443275,13613.0,200797.0,95.17,0.647887323943662,0.0020954521417239557,0.9617,8.4297564187
138.07,196.04,21.8,18.43,100.0,0.8174,25360000,3.62,4305,6271,56.24,640100,6946,41.79,2022,108272358.089737,461.93,179.401259724187,19.2708937899,201.911354388684,32.3697759087,79028.0,-93296.0,98.2,0.8174,0.0665030233227757,0.9638,19.2708937899
37.22,102.8,43.6,29.41,100.0,0.797,6930000,5.9,1217,32607,38.1,640200,4084,45.04,2022,26236526.6890019,575.7,148.22087183132,12.320560059,126.054846103471,31.5167497174,27131.0,1090343.0,100.0,0.797,0.1409647404505387,0.941,12.320560059
21.81,57.32,26.91,32.21,100.0,0.3397,8670000,13.86,1681,7516,46.57,640300,16747,41.69,2022,35119492.3745781,136.67,166.54841703155,7.76819615545,56.2852520784699,31.2736160503,22487.0,-12833.0,96.9,0.3397,0.008160864632471487,0.8613999999999999,7.76819615545
20.21,45.06,30.96,32.1,100.0,0.448,4100000,18.26,104,914,66.38,640400,10524,41.99,2022,4957629.0787701,23.97,423.422813438171,6.23985169693,80.3616165611814,27.7949942193,11676.0,1612.28571428591,99.31,0.448,0.0022776510832383124,0.8174,6.23985169693
15.42,30.86,34.87,23.68,100.0,0.5083,5640000,14.15,1049,4709,64.74,640500,13659,43.99,2022,17031484.5781599,112.64,181.663914156421,5.70491562729,60.7977567298106,30.5657610902,18950.0,-573003.0,99.87,0.5083,0.00824657734826854,0.8585,5.70491562729
234.21,545.1,15.68,13.17,100.0,0.965,38930000,0.8,2948,16258,89.42,650100,13793,39.73,2022,65683200.4705616,476.94,146.764204466447,9.93632589883,148.548791486291,27.9548437936,33008.0,651876.0,99.38,0.965,0.034578409338070035,0.992,9.93632589883
31.97,79.42,37.18,14.26,100.0,0.9897,11880000,1.56,1752,1701,92.94,650200,7374,43.94,2022,10028913.3220338,133.02,46.9299962410725,12.7395439922,31.0798385103403,31.710006503,18672.0,-43202.0,99.6,0.9897,0.018039056143205858,0.9844,12.7395439922
